Lease Number,Current Expiration Date,Lease Initial Effective Date,Location Code,Lease ANSI Rentable Sqft,Lease Usable Sqft,Lse Structured Parking Spaces,Lse Surface Parking Spaces,Lease Annual Rent Amount,Lease Responsibility,Lessor Name,Lessor In-Care-Of,Lessor Address 1,Lessor Address 2,Lessor Country,Lessor State,Lessor Zip Code,Lessor County,Lessor City              
LMI17932,31-May-2017,01-Jun-2007,MI1842,8848.000000,8044.000000,0,0,142399.170000,LESSOR,"RIVER CENTER,LLC","","678 FRONT AVE.,NW","SUITE 410","US",MI,49504-0000,"KENT","GRAND RAPIDS"
LMI18193,31-Mar-2012,01-Apr-2009,MI1845,200.000000,200.000000,0,1,4555.990000,LESSOR,"PAULA OR DONALD MARVIC","","P.O. BOX 361","","US",MI,49829-0000,"DELTA","ESCANABA"
LMI17819,31-Dec-2020,01-Jan-2010,MI1853,26638.000000,26638.000000,0,75,1855583.940000,LESSOR,"DETROIT WINDSOR TUNNEL LLC","","100 EAST JEFFERSON","","US",MI,48226-4376,"WAYNE","DETROIT"
LMI17139,30-Nov-2013,01-Dec-2003,MI1868,1291.000000,1123.000000,0,0,14007.350000,LESSOR,"ARLEN J DYKEMA TRUST","ARLEN J DYKEMA TRUSTEE","6160 NELLIE AVENUE","","US",MI,49426-0000,"OTTAWA","HUDSONVILLE"
LMI13950,31-Oct-2010,26-Nov-1982,MI1869,14145.000000,12300.000000,0,100,234456.020000,LESSOR,"GRANDE INVESTMENT COMPANY,L.L.C.","SUITE 503","6020 WEST MAPLE ROAD","","US",MI,48322-0000,"OAKLAND","W. BLOOMFIELD"
LMI14114,31-Dec-2014,01-Jan-1985,MI1873,18914.000000,16447.000000,0,0,635065.730000,LESSOR,"DETROIT INTERNATIONAL","BRIDGE COMPANY","12225 STEPHENS ROAD","","US",MI,48089-2010,"MACOMB","WARREN"
LMI17472,20-Sep-2024,21-Sep-2004,MI1873,368951.000000,368951.000000,0,372,1429525.860000,LESSOR,"DETROIT INTERNATIONAL BRIDGE CO","DAN STAMPER","P.O. BOX 32666","","US",MI,48232-0000,"WAYNE","DETROIT"
LMI17521,28-Feb-2018,29-Feb-2008,MI1874,4663.000000,3969.000000,6,0,90693.440000,LESSOR,"KEATING CLAFTON KEATING","","24780 HATHAWAY STE 200","","US",MI,48335-1568,"OAKLAND","FARMINGTON HILLS"
LMI17746,31-Oct-2016,01-Nov-2006,MI1877,3079.000000,2799.000000,0,5,43461.810000,LESSOR,"GREENFILED-LINCOLN INVSTMNTS#2,LLC","","7115 ORCHARD LAKE ROAD -SUITE 220","WEST BLOOMFIELD,MI 48322","US",MI,48322-0000,"OAKLAND","BLOOMFIELD HILLS"
LMI16810,28-Feb-2023,01-Mar-2002,MI1877,25341.000000,23038.000000,0,75,552592.820000,LESSOR,"GREENFIELD-LINCOLN INVESTM'T,#2 LLC","","7115 ORCHARD LAKE ROAD","SUITE 220","US",MI,48322-0000,"OAKLAND","W. BLOOMFIELD"
LMI14279,31-Dec-2010,01-Nov-1986,MI1879,14344.000000,12473.000000,0,80,308478.770000,LESSOR,"VONN INVESTMENT COMPANY,L.L.C.","SUITE 503","6020 WEST MAPLE ROAD","","US",MI,48322-0000,"OAKLAND","W. BLOOMFIELD"
LMI14280,31-Dec-2017,30-Dec-1986,MI1881,14412.000000,12532.000000,0,0,251188.010000,LESSOR,"EMPIRE INVESTMENTS","","7266 S. DUNE HWY","","US",MI,49630-0000,"LEELANAU","EMPIRE"
LMI16283,31-Mar-2011,01-Sep-1998,MI1897,7648.000000,6650.000000,0,35,167095.390000,LESSOR,"PROVIDENCE TOWNE CENTRE ASSOC. LLC","","6020 W. MAPLE ROAD,SUITE 503","","US",MI,48322-0000,"OAKLAND","W. BLOOMFIELD"
LMI18164,30-Jun-2019,01-Jul-2009,MI1901,34202.000000,31287.000000,0,12,743317.090000,LESSOR,"JOLLY PARTNERS,LLC","","10475 HARTLAND DRIVE","","US",MI,48821-0000,"EATON","DIMONDALE"
LMI16359,31-Jan-2011,01-Feb-1999,MI1907,5570.000000,5048.000000,9,0,78254.820000,LESSOR,"FEDERAL SQUARE BUILDING COMPANY","MR. JOSEPH MARTIN","29 PEARL N.W.","SUITE 100","US",MI,49503-0000,"KENT","GRAND RAPIDS"
LMI17135,30-Nov-2014,01-Dec-2004,MI1910,515.000000,515.000000,0,0,7725.000000,LESSOR,"MBS INTERNAT'L AIRPORT COMMISSION","","8500 GARFIELD RD.","","US",MI,48623-0000,"SAGINAW","FREELAND"
LMI17681,30-Nov-2012,15-Nov-2006,MI1910,2145.000000,2145.000000,0,0,88082.690000,LESSOR,"MBS INT'L AIRPORT COMMISSION","","8500 GARFIELD ROAD","SUITE 101","US",MI,48623-8626,"SAGINAW","FREELAND"
LMI15340,31-Oct-2011,01-May-1992,MI1911,3073.000000,2672.000000,0,9,51667.820000,LESSOR,"COMMERCE CENTER PARTNERSHIP","","301 EAST GENESEE STREET","","US",MI,48607-1242,"SAGINAW","SAGINAW"
LMI16909,10-Feb-2012,11-Feb-2002,MI1917,4334.000000,3870.000000,0,0,109276.290000,LESSOR,"888 BIG BEAVER ASSOCIATES,LLC","","20500 CIVIC CENTER DRIVE","SUITE 3000","US",MI,48076-4108,"OAKLAND","SOUTHFIELD"
LMI16754,12-Apr-2014,13-Apr-2004,MI1920,5632.000000,4980.000000,20,0,110734.520000,LESSOR,"THE UNIVERSITY OF MICHIGAN","","326 E HOOVER STREET","","US",MI,48019-1002,"WASHTENAW","ANN ARBOR"
LMI18271,28-Feb-2013,01-Mar-2009,MI1923,353.000000,324.000000,0,1,6621.120000,LESSOR,"FRONT EQUITY GROUP LLC","","13919 S.W. BAY SHORE DRIVE","","US",MI,49684-0000,"GRAND TRAVERSE","TRAVERSE CITY"
LMI17059,30-Sep-2015,01-Oct-2005,MI1926,3122.000000,2948.000000,0,20,59156.500000,LESSOR,"INTEGRATED DESIGNS,INC.","","1021 W. BARAGA AVENUE","","US",MI,49855-4030,"MARQUETTE","MARQUETTE"
LMI16701,08-Dec-2012,09-Dec-2002,MI1932,6012.000000,5126.000000,0,29,130093.420000,LESSOR,"LENAWEE CNTY HUMAN SERVICES AUTH","LENAWEE COUNTY COURT HOUSE","301 NORTH MAIN STREET","","US",MI,49221-0000,"LENAWEE","ADRIAN"
LMI17675,31-Jan-2017,01-Feb-2007,MI1937,2770.000000,2703.000000,0,13,58089.170000,LESSOR,"PAT NOLAND BUILDER","","955 E 8TH STREET","","US",MI,49684-0000,"GRAND TRAVERSE","TRAVERSE CITY"
LMI17647,29-Feb-2016,01-Mar-2006,MI1940,4113.000000,3590.000000,0,0,92793.530000,LESSOR,"SMC INVESTORS,LLC","KOJAIAN MANAGEMENT CORPORATION","39400 WOODWARD AVE,SUITE 250","","US",MI,48304-0000,"OAKLAND","BLOOMFIELD HILLS"
LMI18163,31-Jul-2019,01-Aug-2009,MI1941,32662.000000,31166.000000,0,12,672844.440000,LESSOR,"MEPT KIRTS EQUITY,LLC","","3 BETHESDA METRO CENTER","SUITE 1600","US",MD,20814-5330,"MONTGOMERY","BETHESDA"
LMI16910,14-Mar-2011,15-Mar-2001,MI1942,7222.000000,6280.000000,0,26,111544.270000,LESSOR,"KD DEVELOPMENT COMPANY","","22600 HALL ROAD,SUITE 100","CLINTON TOWNSHIP,MI","US",MI,48036-1172,"LENAWEE","CLINTON"
LMI15777,14-May-2011,15-May-1996,MI1942,9202.000000,8002.000000,0,3,135364.400000,LESSOR,"KD DEVELOPMENT","","22600 HALL ROAD,SUITE 100","CLINTON TOWNSHIP","US",MI,48036-1172,"LENAWEE","CLINTON"
LMI16853,20-Aug-2012,21-Aug-2002,MI1947,14463.000000,12743.000000,57,0,600195.300000,LESSOR,"POINTE PLAZA LIMITED PARTNERSHIP","SCHOSTAK BROTHERS & CO. INC.","17800 LAUREL PARK DRIVE NORTH","SUITE 200 C","US",MI,48152-3985,"WAYNE","LIVONIA"
LMI15227,16-Apr-2015,17-Apr-1995,MI1951,484150.000000,421000.000000,852,0,16793281.420000,LESSOR,"WHC-IRS CENTER LIMITED PARTNERSHIP","AN ILLINOIS LIMITED PARTNERSHIP","C/O WALSH HIGGINS & COMPANY","101 E. ERIE ST.,STE800","US",IL,60611-0000,"DU PAGE","CHICAGO"
LMI18017,30-Nov-2012,01-Dec-2007,MI1953,1433.000000,1246.000000,0,8,12000.000000,LESSOR,"J & K ENTERPRISES","","7201 W. SIDE SAGINAW ROAD","","US",MI,48706-8327,"BAY","BAY CITY"
LMI17089,31-May-2013,01-Jun-2003,MI1954,5995.000000,5213.000000,0,7,117621.900000,LESSOR,"REPUBLIC BANK","BRIAN MIODUSZEWSKI","2425 E. GRAND RIVER AVE.","","US",MI,48912-0000,"CLINTON","LANSING"
LMI17894,31-Mar-2017,01-Apr-2007,MI1963,15187.000000,13308.000000,34,0,369292.680000,LESSOR,"1155 BREWERY PARK LLC","JOHN T. FROST","101 W BIG BEAVER RD STE 200","","US",MI,48084-5253,"OAKLAND","TROY"
LMI17070,30-Sep-2013,01-Oct-2003,MI1963,32596.000000,29304.000000,85,0,980584.570000,LESSOR,"1155 BREWERY PARK,LLC","","1155 BREWERY PARK BOULEVARD","","US",MI,48207-2668,"WAYNE","DETROIT"
LMI17069,14-Apr-2013,15-Apr-2003,MI1968,26500.000000,24091.000000,0,60,486212.550000,LESSOR,"1333 BREWERY PARK,L.L.C.","","1333 GRATIOT AVE.","","US",MI,48207-2720,"WAYNE","DETROIT"
LMI17261,31-Aug-2013,01-Sep-2003,MI1974,20976.000000,19069.000000,0,24,238509.480000,LESSOR,"LBCMT 1998-C4 LONG BOULEVARD,LLC","AN MICHIGAN LLC","1601 WASGHINGTON AVE,SUITE 700","","US",FL,33139-3165,"MIAMI-DADE","MIAMI BEACH"
LMI17025,31-Oct-2016,19-Aug-2002,MI1980,2027.000000,2027.000000,0,2,82093.500000,LESSOR,"MICHIGAN DEPARTMENT OF TRANSPORTATI","MR. MICHAEL SMITH","TRANSPORTATION BUILDING","425 WEST OTTAWA  P.O. BOX 30050","US",MI,48909-0000,"INGHAM","LANSING"
LMI15670,31-Oct-2016,01-Nov-1996,MI1980,25803.000000,21512.000000,0,0,809891.000000,LESSOR,"MICHIGAN DEPARTMENT OF TRANSPORTATI","MR. R. MICHAEL SMITH","TRANSPORTATION BUILDING","425 WEST OTTAWA  P.O. BOX 30050","US",MI,48909-0000,"INGHAM","LANSING"
LMI15651,16-Apr-2015,17-Apr-1995,MI1981,68759.000000,60236.000000,43,8,1566196.380000,LESSOR,"THE LAW BUILDING,L.L.C.","S. J. WISINSKI & CO.","2618 EAST PARIS SE","","US",MI,49546-0000,"KENT","GRAND RAPIDS"
LMI17519,18-Nov-2014,19-Nov-2004,MI1984,944.000000,800.000000,2,0,26332.420000,LESSOR,"211 FORT WASHINGTON ASSOCIATES,LLC","211 WEST FORT STREET,","SUITE 1604","","US",MI,48226-3199,"WAYNE","DETROIT"
LMI17757,30-Apr-2017,01-May-2007,MI1984,2167.000000,1852.000000,0,0,42634.100000,LESSOR,"211 FORT WASHINGTON ASSOCIATES LLC","","211 W FORT ST","","US",MI,48226-3199,"WAYNE","DETROIT"
LMI17497,18-Nov-2014,19-Nov-2004,MI1984,2175.000000,1843.000000,0,0,48512.320000,LESSOR,"211 FORT WASHINGTON ASS. LLC.","","211 WEST FORT STREET,SUITE 1604","","US",MI,48226-3199,"WAYNE","DETROIT"
LMI17520,18-Nov-2014,19-Nov-2004,MI1984,3119.000000,2643.000000,0,0,75808.220000,LESSOR,"211 FORT WASHINGTON ASSOCIATES,LLC","","211 WEST FORT STREET","SUITE 1604","US",MI,48226-3199,"WAYNE","DETROIT"
LMI18199,17-Mar-2025,18-Mar-2010,MI1984,5680.000000,4939.000000,2,0,90975.120000,LESSOR,"211 FORT WASHINGTON ASSOCIATES,LLC","","211 WEST FORT STREET,SUITE 1604","","US",MI,48226-3269,"WAYNE","DETROIT"
LMI17713,18-Jul-2015,19-Aug-2005,MI1984,6686.000000,5814.000000,0,0,147092.000000,LESSOR,"211 FORT WASHINGTON ASSOC.,LLC","","211 WEST FORT STREET","SUITE 1604","US",MI,48226-3199,"WAYNE","DETROIT"
LMI16494,31-Mar-2011,15-Mar-1999,MI1984,15142.000000,12942.000000,0,0,411771.930000,LESSOR,"211 FORT WASHINGTON ASSO.,L.L.C.","","211 WEST FORT STREET,SUITE 1604","","US",MI,48226-3234,"WAYNE","DETROIT"
LMI17913,11-May-2018,12-May-2008,MI1984,22337.000000,20380.000000,22,0,417305.370000,LESSOR,"211 FORT WASHINGTON ASSOC. LLC","","211 FORT  STREET","SUITE 1604","US",MI,48226-3269,"WAYNE","DETROIT"
LMI18041,31-Jan-2019,01-Feb-2009,MI1984,19400.000000,17798.000000,1,0,469104.180000,LESSOR,"211 FORT WASHINGTON ASSOC.,LLC","","211 FORT ST.","SUITE 1604","US",MI,48226-3216,"WAYNE","DETROIT"
LMI17761,08-Jul-2017,09-Jul-2007,MI1984,32179.000000,29522.000000,33,0,664045.760000,LESSOR,"211 FORT WASHINGTON ASSOCIATES,LLC","","211 WEST FORT STREET","SUITE 1616","US",MI,48226-3199,"WAYNE","DETROIT"
LMI17821,31-Dec-2018,01-Jan-2009,MI1984,74387.000000,64684.000000,15,0,1505610.960000,LESSOR,"211 FORT WASHINGTON ASSOCIATES,LLC","","211 WEST FORT STREET","SUITE 1616","US",MI,48226-3269,"WAYNE","DETROIT"
LMI18022,30-Nov-2017,01-Dec-2007,MI1984,114401.000000,104018.000000,30,0,2619010.540000,LESSOR,"211 FORT WASHINGTON ASSOCIATES,LLC","","211 FORT WEST STREET","SUITE 1604","US",MI,48226-0000,"WAYNE","DETROIT"
LMI15493,14-Feb-2015,15-Feb-1995,MI1985,17443.000000,15168.000000,0,15,557397.780000,LESSOR,"WEST SECOND STREET ASSOCIATES","","140 E. SECOND STREET","","US",MI,48502-0000,"GENESEE","FLINT"
LMI18296,21-Oct-2014,22-Oct-2009,MI1988,1518.000000,1320.000000,0,0,21933.600000,LESSOR,"JEFFREY G RIDINGS","STANLEY W CHEFF","5800 FOREMOST STE 201","","US",MI,49546-7062,"KENT","GRAND RAPIDS"
LMI15478,20-Apr-2015,21-Apr-1995,MI1990,16038.000000,13946.000000,0,15,355925.250000,LESSOR,"RIVERFRONT LEASING,L.L.C.","C/O MR. ART MADAJSKI","471 OTIS LANE","","US",MI,48703-0000,"ARENAC","AU GRES"
LMI15382,28-Feb-2015,01-Mar-1995,MI1991,78272.000000,68063.000000,15,0,2442546.290000,LESSOR,"CAPSTONE DETROIT DEA ASSOC. LLC","THOMPSON DEA DWT LLC;THOMP. DEA DFT","THOMPSON DEA JWT LLC","600 HERMITAGE ROAD","US",NC,28207-0000,"MECKLENBURG","CHARLOTTE"
LMI15495,11-Jun-2011,12-Jun-1995,MI1995,11396.000000,9910.000000,0,8,264877.570000,LESSOR,"SAGINAW & COURT ASSOCIATES","GHASSAN M. SAAB","3407 TORREY ROAD","","US",MI,48507-0000,"GENESEE","FLINT"
LMI18268,15-May-2020,16-May-2010,MI1996,17135.000000,14900.000000,0,20,313068.680000,LESSOR,"COOLOFF GROUP,LLC","","2501 COOLIDGE ROAD,SUITE 501","","US",MI,48823-6352,"INGHAM","EAST LANSING"
LMI17895,31-May-2020,01-Jun-2010,MI1997,9517.000000,8276.000000,0,0,244872.000000,LESSOR,"FIRST WARD 2,LLC","","1144 W. FULTON STREET","SUITE 100","US",IL,60607-1204,"COOK","CHICAGO"
LMI15959,15-Aug-2016,16-Aug-1996,MI1998,34712.000000,30184.000000,0,105,637694.810000,LESSOR,"50 COLLEGE PROPERTIES,LLC","","P.O.BOX 3316","","US",MI,49501-3316,"KENT","GRAND RAPIDS"
LMI17511,31-Mar-2015,01-Apr-2005,MI1999,2815.000000,2448.000000,0,0,65087.980000,LESSOR,"LAUREL OFFICE PARK LIMITED PARTNERS","","17197 N. LAUREL PARK DRIVE","SUITE 171","US",MI,48152-0000,"WAYNE","LIVONIA"
LMI17613,30-Nov-2015,01-Dec-2005,MI2002,3781.000000,3288.000000,0,4,100005.400000,LESSOR,"DOMINO'S FARMS OFFICE PARK,LLC","","24 FRANK LLOYD WRIGHT DRIVE","P.O. BOX 445","US",MI,48106-0000,"WASHTENAW","ANN ARBOR"
LMI15640,31-Mar-2018,01-Apr-1998,MI2004,66652.000000,59100.000000,0,300,1823053.640000,LESSOR,"EPA L.L.C.","WILLIAM MARTIN","115 DEPOT","","US",MI,48104-0000,"WASHTENAW","ANN ARBOR"
LMI16036,31-Aug-2011,22-Aug-1996,MI2006,9660.000000,8400.000000,0,32,263243.720000,LESSOR,"WILSON STREET,LLC","","SUITE 400","28400 NORTHWESTERN HYWY","US",MI,48034-0000,"OAKLAND","SOUTHFIELD"
LMI15899,09-Oct-2017,10-Oct-1997,MI2010,14114.000000,12273.000000,0,40,286401.370000,LESSOR,"E A S & B INVESTMENTS #1","EAST POINTE L.L.C.","7115 ORCHARD LAKE ROAD","SUITE 220","US",MI,48325-0000,"OAKLAND","W. BLOOMFIELD"
LMI16154,16-Feb-2018,17-Feb-1998,MI2013,12000.000000,11000.000000,0,50,166221.300000,LESSOR,"SOUTHTOWN,LLC","","2035 FRICKE","","US",MI,49022-0000,"BERRIEN","BENTON HARBOR"
LMI16161,31-Aug-2015,01-Feb-1998,MI2014,5260.000000,5260.000000,0,0,234460.750000,LESSOR,"DETROIT AND CANADA TUNNEL CORP.","","100 EAST JEFFERSON","","US",MI,48226-4390,"WAYNE","DETROIT"
LMI16099,08-Sep-2011,09-Sep-1996,MI2015,10810.000000,9400.000000,0,30,357973.840000,LESSOR,"PAULOS LAND COMPANY","","8745 CENTER ROAD","","US",MI,49686-0000,"GRAND TRAVERSE","TRAVERSE CITY"
LMI17979,31-Dec-2017,01-Jan-2008,MI2016,2394.000000,2055.000000,0,11,51099.260000,LESSOR,"COOLOFF GROUP,LLC","","2501 COOLIDGE RD STE 501","","US",MI,48823-6352,"INGHAM","EAST LANSING"
LMI18587,31-Aug-2020,01-Sep-2010,MI2017,1200.000000,1040.000000,0,0,14400.000000,LESSOR,"VILLAGE OF BARAGA","","100 HEMLOCK ST","","US",MI,49908-9675,"BARAGA","BARAGA"
LMI17724,30-Apr-2017,01-May-2007,MI2019,6031.000000,5325.000000,0,0,108558.000000,LESSOR,"TOWNE CENTER INVESTMENTS","","4901 TOWN CENTER ROAD","SUITE 140","US",MI,48604-2891,"SAGINAW","SAGINAW"
LMI18601,30-Jun-2020,01-Jul-2010,MI2020,0.000000,0.000000,3,0,6660.000000,LESSOR,"GRISWOLD PROPERTIES,LLC","","719 GRISWOLD,SUITE 280","","US",MI,48226-3264,"WAYNE","DETROIT"
LMI18007,31-Mar-2019,01-Apr-2009,MI2020,0.000000,0.000000,196,0,529200.000000,LESSOR,"DIME,LLC","","LOCKBOX #774399,4393 SOLUTIONS CENTER","","US",IL,60677-4003,"COOK","CHICAGO"
LMI18316,31-Aug-2020,01-Sep-2010,MI2021,9140.000000,8484.000000,0,23,192488.400000,LESSOR,"RIVERFRONT LEASING LLC","","471 OTIS LANE","","US",MI,48703-9718,"ARENAC","AU GRES"
LMI16289,28-Feb-2011,02-Mar-1998,MI2022,6675.000000,6068.000000,0,9,143512.500000,LESSOR,"ACCORD ENTERPRISES LLC","","42512 HAYES SUITE 700","","US",MI,48038-6763,"LENAWEE","CLINTON"
LMI18657,30-Apr-2015,01-May-2010,MI2023,241.000000,210.000000,0,0,4088.280000,LESSOR,"COUNTY OF GRAND TRAVERSE","","400 BOARDMAN AVE.","","US",MI,49684-2542,"GRAND TRAVERSE","TRAVERSE CITY"
LMI16288,01-Mar-2019,02-Mar-1999,MI2024,6100.000000,5304.000000,0,9,220162.250000,LESSOR,"WEST SECOND STREET ACCOCIATES LLC","","140 EAST SECOND STREET","P.O. BOX 3597","US",MI,48502-1210,"GENESEE","FLINT"
LMI17897,30-Apr-2017,01-May-2007,MI2026,5446.000000,4951.000000,0,0,95751.100000,LESSOR,"K-5 ASSOCIATES,LLC","","560 KIRTS BLVD.","SUITE 100","US",MI,48084-0000,"OAKLAND","TROY"
LMI16258,31-Dec-2010,01-Oct-1998,MI2028,1154.000000,1003.000000,0,2,31800.000000,LESSOR,"EFN TRAVERSE CITY PROPERTY,LLC","","1 E. OAK HILL DRIVE","SUITE 100","US",IL,60559-5540,"DU PAGE","WESTMONT"
LMI16172,30-Apr-2011,16-Mar-1998,MI2030,9545.000000,8300.000000,0,44,229408.040000,LESSOR,"SS REALTY,LLC","","4395 HICKORY COURT","","US",MI,48323-0000,"OAKLAND","ORCHARD LAKE"
LMI16314,31-Jul-2012,01-Aug-1999,MI2036,9611.000000,9611.000000,0,68,223902.270000,LESSOR,"BARCLAY PROPERTIES,L.L.C.","","3380 GLADE STREET","","US",MI,49441-0000,"MUSKEGON","MUSKEGON"
LMI16451,31-Dec-2010,01-Jan-1999,MI2037,13100.000000,13100.000000,0,0,141451.000000,LESSOR,"REDFORD INVESTMENTS,LLC","","6499 ALDEN DRIVE","","US",MI,48324-0000,"OAKLAND","W. BLOOMFIELD"
LMI17049,21-Oct-2013,22-Oct-2003,MI2038,6810.000000,6618.000000,0,5,107933.320000,LESSOR,"MEIP BORROWER C LLC","C/O MICHIGAN EQUITIES","2127 UNIVERSITY PARK DR.","SUITE 300","US",MI,48864-0000,"INGHAM","OKEMOS"
LMI16325,05-Sep-2020,06-Sep-2000,MI2040,10329.000000,8982.000000,0,65,300542.130000,LESSOR,"RIVERA GRAND PROPERTIES,L.L.C.","","6020 WEST MAPLE ROAD SUITE 503","","US",MI,48322-0000,"OAKLAND","W. BLOOMFIELD"
LMI18415,31-Mar-2018,01-Apr-2010,MI2041,2593.000000,2255.000000,0,20,61732.330000,LESSOR,"S&J PROPERTIES OF ORION","C/O STEVEN MAZZETTI,MANAGING PART.","1814 S. LAPEER ROAD","","US",MI,48360-1445,"OAKLAND","LAKE ORION"
LMI16173,31-Dec-2011,12-Nov-1998,MI2042,7360.000000,6400.000000,0,33,186006.600000,LESSOR,"SS REALTY,LLC","","4395 HICKORY COURT","","US",MI,48323-4409,"OAKLAND","ORCHARD LAKE"
LMI16622,22-Jun-2020,23-Jun-2000,MI2056,14577.000000,13800.000000,0,65,465941.520000,LESSOR,"WEST SECOND STREET ASSOCIATES,LLC","","140 EAST SECOND STREET","P O BOX 3597","US",MI,48502-0000,"GENESEE","FLINT"
LMI16388,08-Aug-2020,09-Aug-2000,MI2059,6500.000000,5800.000000,0,41,170172.710000,LESSOR,"657 AND N.B. HASTINGS GROUP,LLC.","M.A.B. HASTINGS AVE. INVEST'MTS LLC","ATTN: CRAIG BRINK","2597 MARBLE CT.","US",MI,49464-0000,"OTTAWA","ZEELAND"
LMI16630,17-Oct-2013,18-Oct-2000,MI2062,1425.000000,1280.000000,0,5,28196.240000,LESSOR,"DON AND BARBARA MEEKS","","271 MARKET STREET","P.O. BOX 1312","US",MI,49023-0000,"BERRIEN","BENTON HARBOR"
LMI18604,31-Aug-2017,01-Sep-2010,MI2064,13500.000000,13500.000000,0,27,255150.000000,LESSOR,"HOWARD STREET ASSOCIATES,LLC","","211 W. FORT STREET,SUITE 1604","","US",MI,48226-3234,"WAYNE","DETROIT"
LMI16477,08-Oct-2014,09-Oct-2000,MI2065,8800.000000,8000.000000,0,40,192720.000000,LESSOR,"CAPITAL OFFICES L.L.C.","","750 TRADE CENTRE WAY","SUITE 100","US",MI,49002-0000,"KALAMAZOO","PORTAGE"
LMI18079,31-Oct-2018,01-Nov-2008,MI2067,2110.000000,1770.000000,0,0,65640.440000,LESSOR,"COOLOFF GROUP LLC","","2501 COOLIDGE ROAD","SUITE 501","US",MI,48823-6352,"INGHAM","EAST LANSING"
LMI18496,14-May-2020,15-May-2010,MI2067,6806.000000,5918.000000,0,0,146651.430000,LESSOR,"COOLOFF GROUP,LLC","","2501 COOLIDGE RD.,SUITE 501","","US",MI,48823-6352,"INGHAM","EAST LANSING"
LMI18615,31-Jul-2017,01-Aug-2010,MI2069,6996.000000,6336.000000,0,15,157196.470000,LESSOR,"RIVERFRONT LEASING LLC","","471 OTIS LANE","","US",MI,48703-9718,"ARENAC","AU GRES"
LMI16693,31-Oct-2021,01-Nov-2001,MI2070,15000.000000,13943.000000,0,80,410238.760000,LESSOR,"PERRY PROPERTY L.L.C","ANGELO GRILLO","50775 RICHARD W. BLVD.","CHESTERFIELD,MI 48051","US",MI,48051-0000,"OAKLAND","PONTIAC"
LMI16220,28-Feb-2011,16-Aug-2000,MI2071,2287.000000,1989.000000,0,3,30000.000000,LESSOR,"ORLICH OFFICE COMPLEX,LLC","","1901 WEST RIDGE STREET","","US",MI,49855-3136,"MARQUETTE","MARQUETTE"
LMI16649,15-Feb-2011,16-Feb-2001,MI2072,9195.000000,7996.000000,0,15,212958.150000,LESSOR,"LJE/GFE LIMITED FAMILY PARTNERSHIP","C/O EYDE COMPANY","4660 SOUTH HAGADORN ROAD","SUITE 660","US",MI,48826-4218,"INGHAM","EAST LANSING"
LMI16712,17-Dec-2011,18-Oct-2001,MI2076,3242.000000,3071.000000,0,17,125483.120000,LESSOR,"SNOW COUNTRY SOCIAL. LLC.","THOMAS L. AND ARLENE C. SCHNELLER","E6254 US HIGHWAY 2","","US",MI,49911-9752,"GOGEBIC","BESSEMER"
LMI16744,31-Jul-2011,27-Jul-2001,MI2077,4576.000000,3690.000000,0,14,126587.240000,LESSOR,"DANSER,LLC","ABBOTT MCCARTNEY","P.O. BOX 301","308 STATE STREET","US",MI,49770-0000,"EMMET","PETOSKEY"
LMI16733,31-Jan-2012,01-Feb-2002,MI2078,7033.000000,6625.000000,0,34,174020.580000,LESSOR,"SWEENEY STREET LLC","","108 SOUTH UNIVERSITY STREET,STE 6","","US",MI,48858-0000,"ISABELLA","MOUNT PLEASANT"
LMI16779,09-Apr-2012,10-Apr-2002,MI2079,7224.000000,6868.000000,0,30,238425.810000,LESSOR,"BRAND CONANT LLC","GREGORY BRAND","9318 CONANT","","US",MI,48212-0000,"WAYNE","HAMTRAMCK"
LMI16777,05-Nov-2012,06-Nov-2002,MI2081,13069.000000,12301.000000,0,54,396969.710000,LESSOR,"DETROIT GSA,LLC","","8100 MACOMB","","US",MI,48138-0000,"WAYNE","GROSSE ILE"
LMI17878,30-Jun-2012,09-Nov-2007,MI2082,31221.000000,27327.000000,8,0,875135.320000,LESSOR,"THE STROH COMPANIES,INC.","","300 RIVER PLACE DRIVE","SUITE 5000","US",MI,48207-5068,"WAYNE","DETROIT"
LMI16655,15-Dec-2017,01-Aug-2002,MI2082,51532.000000,44811.000000,25,85,2031383.050000,LESSOR,"STROH","","300 RIVER PLACE","","US",MI,48207-4457,"WAYNE","DETROIT"
LMI16852,23-Mar-2023,24-Mar-2003,MI2083,18574.000000,17767.000000,0,81,485647.260000,LESSOR,"LANSING GSA,LLC","","8100 MACOMB","","US",MI,48138-0000,"WAYNE","GROSSE ILE"
LMI17727,15-Feb-2017,16-Feb-2007,MI2084,2854.000000,2714.000000,0,0,42082.750000,LESSOR,"CONSUMERS INVESTMENT COMPANY LLC","","777 RIVERVIEW DRIVE","","US",MI,49022-0000,"BERRIEN","BENTON HARBOR"
LMI16750,18-Sep-2022,19-Sep-2002,MI2085,4659.000000,4360.000000,0,15,173033.270000,LESSOR,"MIDWAY SUPER MARKET,INC.","","P.O. BOX 0903","","US",MI,48707-0903,"BAY","BAY CITY"
LMI16850,23-Apr-2012,24-Apr-2002,MI2086,2665.000000,2438.000000,0,15,49478.600000,LESSOR,"THOMAS J. MOYLE AND DENISE B. MOYLE"," MOYLE DEVELOPMENT","PO BOX 399","46702 W. HIGHWAY M-26","US",MI,49931-0000,"HOUGHTON","HOUGHTON"
